Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
DDD,3D Systems Corporation,11.96,1361050978,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ddd
MMM,3M Company,217.72,1.29928E+11,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmm
WBAI,500.com Limited,11.15,454558940.7,n/a,2013,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/wbai
WUBA,58.com Inc.,67.45,9818998271,n/a,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/wuba
AHC,A.H. Belo Corporation,4.45,96801588.7,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/ahc
ATEN,"A10 Networks, Inc.",7.66,542069436.7,n/a,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/aten
AAC,"AAC Holdings, Inc.",8.35,200908414.8,n/a,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aac
AIR,AAR Corp.,38.5,1332950581,n/a,n/a,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/air
AAN,"Aaron&#39;s,  Inc.",42.1,3055546472,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aan
ABB,ABB Ltd,25.14,53648651043,n/a,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/abb
ABT,Abbott Laboratories,54.65,94951274378,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abt
ABBV,AbbVie Inc.,90.67,1.44537E+11,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/abbv
ANF,Abercrombie & Fitch Company,13.07,889898227.1,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/anf
GCH,"Aberdeen Greater China Fund, Inc.",12.26,108093894.4,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/gch
JEQ,"Aberdeen Japan Equity Fund, Inc. ",8.96,119864120.3,n/a,1992,n/a,n/a,http://www.nasdaq.com/symbol/jeq
SGF,"Aberdeen Singapore Fund, Inc.",12.44,92291713.12,n/a,1990,n/a,n/a,http://www.nasdaq.com/symbol/sgf
ABM,ABM Industries Incorporated,43.33,2822338894,n/a,n/a,Finance,Diversified Commercial Services,http://www.nasdaq.com/symbol/abm
AKR,Acadia Realty Trust,30.46,2548263892,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/akr
ACN,Accenture plc,139.2,89505600000,n/a,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/acn
ACCO,Acco Brands Corporation,13.15,1431297430,n/a,n/a,Consumer Durables,Publishing,http://www.nasdaq.com/symbol/acco
ATV,"Acorn International, Inc.",14.02,37591854.04,n/a,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/atv
ATU,Actuant Corporation,26.25,1567022231,n/a,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atu
AYI,Acuity Brands Inc,162.53,6841423724,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/ayi
GOLF,Acushnet Holdings Corp.,17.71,1318544513,n/a,2016,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/golf
ADX,"Adams Diversified Equity Fund, Inc.",15.48,1529936295,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/adx
PEO,"Adams Natural Resources Fund, Inc.",19.57,558744028.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/peo
AGRO,Adecoagro S.A.,10.5,1268444321,n/a,2011,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/agro
ADNT,Adient plc,83.78,7802156769,n/a,2016,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/adnt
ATGE,Adtalem Global Education Inc.,35.45,2183740384,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/atge
AAP,Advance Auto Parts Inc,85.51,6315989900,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/aap
ADSW,"Advanced Disposal Services, Inc.",24.6,2173590269,n/a,2016,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/adsw
WMS,"Advanced Drainage Systems, Inc.",19.65,1085586808,n/a,2014,Capital Goods,Containers/Packaging,http://www.nasdaq.com/symbol/wms
ASX,"Advanced Semiconductor Engineering, Inc.",6.39,10573591846,n/a,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/asx
ASIX,AdvanSix Inc.,43.58,1328447658,n/a,2016,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/asix
AAV,Advantage Oil & Gas Ltd,5.55,1032090848,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aav
AVK,Advent Claymore Convertible Securities and Income Fund,16.28,326312168.6,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/avk
AGC,Advent Claymore Convertible Securities and Income Fund II,6.21,169951206.2,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/agc
LCM,Advent/Claymore Enhanced Growth & Income Fund,8.7,79883756.7,n/a,2005,n/a,n/a,http://www.nasdaq.com/symbol/lcm
ACM,AECOM,35.69,5593006846,n/a,2007,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/acm
ANW,Aegean Marine Petroleum Network Inc.,4.4,178789256.8,n/a,2006,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/anw
AEB,Aegon NV,24.73,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeb
AED,Aegon NV,26.24,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aed
AEG,Aegon NV,5.72,11708086098,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeg
AEH,Aegon NV,25.79,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aeh
AEK,Aegon NV,26.5,0,n/a,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/aek
AER,Aercap Holdings N.V.,52.35,8554965071,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/aer
HIVE,"Aerohive Networks, Inc.",4.06,218727096.1,n/a,2014,Technology,EDP Services,http://www.nasdaq.com/symbol/hive
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",33.77,2536127000,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/ajrd
AET,Aetna Inc.,153.06,50831226000,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/aet
AMG,"Affiliated Managers Group, Inc.",193.55,10831125743,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amg
AFL,Aflac Incorporated,84.01,33203196607,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afl
AFSD,Aflac Incorporated,25.15,0,n/a,n/a,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/afsd
MITT,"AG Mortgage Investment Trust, Inc.",19.45,541263177.5,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/mitt
MITT^A,"AG Mortgage Investment Trust, Inc.",25.7666,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^a
MITT^B,"AG Mortgage Investment Trust, Inc.",25.3899,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mitt^b
AGCO,AGCO Corporation,71.48,5685461659,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/agco
A,"Agilent Technologies, Inc.",66.99,21559257921,n/a,1999,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/a
AEM,Agnico Eagle Mines Limited,46.7,10844359289,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/aem
ADC,Agree Realty Corporation,49.75,1424685924,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/adc
AGU,Agrium Inc.,107.91,14910697551,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/agu
AL,Air Lease Corporation,44.48,4590871450,n/a,2011,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/al
APD,"Air Products and Chemicals, Inc.",153.46,33447737847,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/apd
AYR,Aircastle Limited,24,1889128920,n/a,2006,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/ayr
AKS,AK Steel Holding Corporation,5.8,1826118945,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/aks
ALP^Q,Alabama Power Company,26.35,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/alp^q
ALG,"Alamo Group, Inc.",108.3,1259290090,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/alg
AGI,Alamos Gold Inc.,7.1,2134640532,n/a,2015,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/agi
ALK,"Alaska Air Group, Inc.",80.96,10000621484,n/a,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/alk
AIN,Albany International Corporation,57.4,1842540000,n/a,n/a,Basic Industries,Textiles,http://www.nasdaq.com/symbol/ain
ALB,Albemarle Corporation,138.94,15349081801,n/a,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/alb
AA,Alcoa Corporation,47.71,8794839072,n/a,2016,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/aa
ALEX,"Alexander & Baldwin Holdings, Inc.",45.7,2246677442,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/alex
ALX,"Alexander&#39;s, Inc.",428.84,2190210244,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/alx
ARE,"Alexandria Real Estate Equities, Inc.",123.66,11577809709,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/are
ARE^D,"Alexandria Real Estate Equities, Inc.",36.34,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/are^d
AQN,Algonquin Power & Utilities Corp.,10.83,4142133758,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aqn
BABA,Alibaba Group Holding Limited,178.45,4.51365E+11,n/a,2014,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/baba
Y,Alleghany Corporation,547.72,8445484739,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/y
ATI,Allegheny Technologies Incorporated,24.85,2705660147,n/a,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/ati
ALLE,Allegion plc,88.3,8387171173,n/a,2013,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/alle
AGN,Allergan plc.,205.52,68706607963,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/agn
AGN^A,Allergan plc.,742.18,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agn^a
ALE,"Allete, Inc.",78.38,3993996806,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ale
AKP,Alliance California Municipal Income Fund Inc,13.84,118396605.1,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/akp
ADS,Alliance Data Systems Corporation,230.86,12808906958,n/a,2001,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ads
AFB,Alliance National Municipal Income Fund Inc,13.87,398692262.3,n/a,2002,n/a,n/a,http://www.nasdaq.com/symbol/afb
AOI,"Alliance One International, Inc.",11.8,105906876.2,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/aoi
AWF,Alliance World Dollar Government Fund II,13.01,1121848098,n/a,1993,n/a,n/a,http://www.nasdaq.com/symbol/awf
AB,AllianceBernstein Holding L.P.,25,2330982925,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ab
LNT,Alliant Energy Corporation,43.05,9947237052,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/lnt
CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.93,181292129.2,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/cbh
NCV,AllianzGI Convertible & Income Fund,7.11,629824838.5,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncv
NCZ,AllianzGI Convertible & Income Fund II,6.23,465667810.5,n/a,2003,n/a,n/a,http://www.nasdaq.com/symbol/ncz
ACV,AllianzGI Diversified Income & Convertible Fund,22.31,229234580.7,n/a,2015,n/a,n/a,http://www.nasdaq.com/symbol/acv
NIE,AllianzGI Equity & Convertible Income Fund,20.5,568033782.5,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/nie
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund",13.44,1274133249,n/a,2005,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/nfj
ALSN,"Allison Transmission Holdings, Inc.",37.41,5567003087,n/a,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn
ALL,Allstate Corporation (The),92.34,33367942324,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all
ALL^A,Allstate Corporation (The),25.61,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^a
ALL^B,Allstate Corporation (The),26.84,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^b
ALL^C,Allstate Corporation (The),26.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^c
ALL^D,Allstate Corporation (The),26.64,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^d
ALL^E,Allstate Corporation (The),26.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^e
ALL^F,Allstate Corporation (The),26.7655,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/all^f
ALLY,Ally Financial Inc.,24.16,10868456646,n/a,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally
ALLY^A,Ally Financial Inc.,26.47,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ally^a
ALDW,"Alon USA Partners, LP",11.56,722839031.7,n/a,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw
AGD,Alpine Global Dynamic Dividend Fund,10.81,135660981.4,n/a,2006,n/a,n/a,http://www.nasdaq.com/symbol/agd
AWP,Alpine Global Premier Properties Fund,6.83,583336305.3,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/awp
AOD,Alpine Total Dynamic Dividend Fund,9.13,982327185.1,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/aod
AYX,"Alteryx, Inc.",20.94,1230185821,n/a,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ayx
ATUS,"Altice USA, Inc.",24.58,18117155184,n/a,2017,Consumer Services,Television Services,http://www.nasdaq.com/symbol/atus
RESI,Altisource Residential Corporation,10.9,581617896,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi
MO,Altria Group,65.05,1.24803E+11,n/a,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo
ACH,Aluminum Corporation of China Limited,22.59,13467072076,n/a,2001,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach
AMBR,"Amber Road, Inc.",8.45,229492696.6,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr
ABEV,Ambev S.A.,6.98,1.09636E+11,n/a,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev
AMC,"AMC Entertainment Holdings, Inc.",13.75,1799939680,n/a,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc
AEE,Ameren Corporation,60.41,14657568147,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee
AMRC,"Ameresco, Inc.",7.9,359669975.5,n/a,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc
AMOV,"America Movil, S.A.B. de C.V.",17.77,58421894123,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amov
AMX,"America Movil, S.A.B. de C.V.",18,59178058200,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/amx
AAT,"American Assets Trust, Inc.",41.23,1943172497,n/a,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat
AXL,"American Axle & Manufacturing Holdings, Inc.",17.59,1957592366,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl
ACC,American Campus Communities Inc,45,6139192770,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc
AEO,"American Eagle Outfitters, Inc.",12.99,2299866393,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo
AEP,"American Electric Power Company, Inc.",73.16,35983042347,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep
AEL,American Equity Investment Life Holding Company,29.82,2651516957,n/a,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael
AXP,American Express Company,92.86,82086349742,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp
AFG,"American Financial Group, Inc.",104.25,9176358448,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afg
AFGE,"American Financial Group, Inc.",26.78,0,n/a,2014,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afge
AFGH,"American Financial Group, Inc.",26.6499,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afgh
AMH,American Homes 4 Rent,21.77,5667374543,n/a,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh
AMH^C,American Homes 4 Rent,28.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^c
AMH^D,American Homes 4 Rent,26.815,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^d
AMH^E,American Homes 4 Rent,26.39,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^e
AMH^F,American Homes 4 Rent,25.56,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^f
AMH^G,American Homes 4 Rent,25.95,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amh^g
AIG,"American International Group, Inc.",63.16,57059102812,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig
AIG.WS,"American International Group, Inc.",n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aig.ws
AMID,"American Midstream Partners, LP",14.2,734988975.4,n/a,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid
ARL,"American Realty Investors, Inc.",8.78,136216080.8,n/a,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl
ARA,"American Renal Associates Holdings, Inc",12.49,390755457.9,n/a,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara
AWR,American States Water Company,52.81,1935209670,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr
AMT,American Tower Corporation (REIT),139.97,60071965717,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt
AMT^B,American Tower Corporation (REIT),124.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/amt^b
AVD,American Vanguard Corporation,23.5,699919887.5,n/a,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd
AWK,American Water Works,85.02,15157563612,n/a,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk
APU,"AmeriGas Partners, L.P.",44.96,4179418027,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu
AMP,"AMERIPRISE FINANCIAL SERVICES, INC.",152.91,22927814253,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp
ABC,AmerisourceBergen Corporation (Holding Co),79.44,17406222724,n/a,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc
ANFI,Amira Nature Foods Ltd,6.04,190316945.1,n/a,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi
AMN,AMN Healthcare Services Inc,41.4,1984995698,n/a,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn
AP,Ampco-Pittsburgh Corporation,17.8,220016900,n/a,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap
APH,Amphenol Corporation,87.2,26634794408,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph
BETR,"Amplify Snack Brands, inc.",7.51,576341559.7,n/a,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr
AXR,AMREP Corporation,6.85,55411047.4,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr
AME,"AMTEK, Inc.",67.2,15509449872,n/a,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame
AFSI^A,"AmTrust Financial Services, Inc.",24.65,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^a
AFSI^B,"AmTrust Financial Services, Inc.",24.5761,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^b
AFSI^C,"AmTrust Financial Services, Inc.",24.7,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^c
AFSI^D,"AmTrust Financial Services, Inc.",24.2412,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^d
AFSI^E,"AmTrust Financial Services, Inc.",25.29,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^e
AFSI^F,"AmTrust Financial Services, Inc.",23.1,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/afsi^f
AFSS,"AmTrust Financial Services, Inc.",25.69,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afss
AFST,"AmTrust Financial Services, Inc.",26.15,0,n/a,2015,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afst
AEUA,Anadarko Petroleum Corporation,38.43,0,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua
APC,Anadarko Petroleum Corporation,47.79,26779515941,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apc
ANDV,Andeavor,105.37,16532718326,n/a,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/andv
ANDX,Andeavor Logistics LP,48.58,5250289815,n/a,2011,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/andx
AU,AngloGold Ashanti Limited,9.45,3858663992,n/a,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au
BUD,Anheuser-Busch Inbev SA,125.36,2.42384E+11,n/a,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud
AXE,Anixter International Inc.,86.15,2863644867,n/a,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe
NLY,Annaly Capital Management Inc,12.22,13296383963,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly
NLY^C,Annaly Capital Management Inc,25.42,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^c
NLY^D,Annaly Capital Management Inc,25.49,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^d
NLY^E,Annaly Capital Management Inc,25.44,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^e
NLY^F,Annaly Capital Management Inc,26.14,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/nly^f
AMGP,Antero Midstream GP LP,20.09,3740236926,n/a,2017,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amgp
AM,Antero Midstream Partners LP,31.11,5805029497,n/a,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/am
AR,Antero Resources Corporation,20.09,6337790150,n/a,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ar
ANTM,"Anthem, Inc.",183.83,48270943379,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm
ANTX,"Anthem, Inc.",50.83,13469249054,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antx
ANH,Anworth Mortgage Asset  Corporation,6.07,592136111.8,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/anh
ANH^A,Anworth Mortgage Asset  Corporation,26.75,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^a
ANH^B,Anworth Mortgage Asset  Corporation,29.7821,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^b
ANH^C,Anworth Mortgage Asset  Corporation,25.1458,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/anh^c
AON,Aon plc,149.38,37992908712,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon
APA,Apache Corporation,41.6,15846859850,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa
AIV,Apartment Investment and Management Company,44.66,7012634675,n/a,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiv
AIV^A,Apartment Investment and Management Company,26.506,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aiv^a
ARI,Apollo Commercial Real Estate Finance,18.32,1931627989,n/a,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ari
ARI^C,Apollo Commercial Real Estate Finance,25.8574,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ari^c
APO,"Apollo Global Management, LLC",31.13,12743688069,n/a,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo
APO^A,"Apollo Global Management, LLC",25.98,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apo^a
AIB.CL,Apollo Investment Corporation,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/aib.cl
AIY,Apollo Investment Corporation,25.93,0,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/aiy
AFT,Apollo Senior Floating Rate Fund Inc.,16.85,262406077.9,n/a,2011,n/a,n/a,http://www.nasdaq.com/symbol/aft
AIF,Apollo Tactical Income Fund Inc.,16.28,235474343.3,n/a,2013,n/a,n/a,http://www.nasdaq.com/symbol/aif
APLE,"Apple Hospitality REIT, Inc.",19.22,4287123635,n/a,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple
AIT,"Applied Industrial Technologies, Inc.",63.55,2470001917,n/a,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait
ATR,"AptarGroup, Inc.",88.84,5572442714,n/a,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr
WTR,"Aqua America, Inc.",34.81,6184050212,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr
WAAS,AquaVenture Holdings Limited,13.82,365311039.1,n/a,2016,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/waas
ARMK,Aramark,42.33,10375299222,n/a,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk
ABR,Arbor Realty Trust,8.32,510431301.1,n/a,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr
